Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
want,culture,,,,,,,,
want,culture,,,,,,,,
dislike,culture,,,,,,,,
want,culture,,,,,,,,
dislike,culture,,,,,,,,
indifferent,culture,,,,,,,,
love,culture,,,,,,,,
indifferent,culture,,,,,,,,
peeking,culture,,,,,,,,
dislike,culture,,,,,,,,
intrigued,culture,,,,,,,,
scared,culture,,,,,,,,
heart,culture,,,,,,,,
love,culture,,,,,,,,
worried,culture,,,,,,,,
cherish,culture,,,,,,,,
indifferent,culture,,,,,,,,
heart,culture,,,,,,,,
scared,culture,,,,,,,,
want,culture,,,,,,,,
interested,culture,,,,,,,,
disgust,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
like,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
adore,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
super love,cooking,,,,,,,,
super love,cooking,,,,,,,,
scared,cooking,,,,,,,,
like,cooking,,,,,,,,
worried,cooking,,,,,,,,
heart,cooking,,,,,,,,
dislike,cooking,,,,,,,,
hate,cooking,,,,,,,,
super love,cooking,,,,,,,,
disgust,cooking,,,,,,,,
scared,cooking,,,,,,,,
scared,cooking,,,,,,,,
hate,cooking,,,,,,,,
adore,cooking,,,,,,,,
hate,cooking,,,,,,,,
super love,cooking,,,,,,,,
peeking,cooking,,,,,,,,
love,cooking,,,,,,,,
love,cooking,,,,,,,,
peeking,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
like,cooking,,,,,,,,
disgust,cooking,,,,,,,,
cherish,technology,,,,,,,,
interested,technology,,,,,,,,
worried,technology,,,,,,,,
intrigued,technology,,,,,,,,
disgust,technology,,,,,,,,
love,technology,,,,,,,,
indifferent,technology,,,,,,,,
hate,technology,,,,,,,,
like,technology,,,,,,,,
hate,technology,,,,,,,,
intrigued,technology,,,,,,,,
worried,technology,,,,,,,,
want,technology,,,,,,,,
cherish,technology,,,,,,,,
scared,technology,,,,,,,,
adore,technology,,,,,,,,
scared,technology,,,,,,,,
love,technology,,,,,,,,
disgust,technology,,,,,,,,
hate,technology,,,,,,,,
peeking,technology,,,,,,,,
disgust,technology,,,,,,,,
interested,technology,,,,,,,,
heart,technology,,,,,,,,
scared,technology,,,,,,,,
disgust,technology,,,,,,,,
hate,technology,,,,,,,,
super love,technology,,,,,,,,
heart,technology,,,,,,,,
super love,technology,,,,,,,,
like,technology,,,,,,,,
adore,technology,,,,,,,,
cherish,technology,,,,,,,,
dislike,technology,,,,,,,,
want,technology,,,,,,,,
cherish,technology,,,,,,,,
love,technology,,,,,,,,
dislike,technology,,,,,,,,
disgust,technology,,,,,,,,
intrigued,technology,,,,,,,,
intrigued,technology,,,,,,,,
indifferent,technology,,,,,,,,
hate,technology,,,,,,,,
dislike,technology,,,,,,,,
intrigued,technology,,,,,,,,
cherish,technology,,,,,,,,
worried,technology,,,,,,,,
adore,technology,,,,,,,,
adore,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
like,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
want,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
like,public speaking,,,,,,,,
like,public speaking,,,,,,,,
love,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
scared,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
adore,education,,,,,,,,
worried,education,,,,,,,,
intrigued,education,,,,,,,,
intrigued,education,,,,,,,,
scared,education,,,,,,,,
dislike,education,,,,,,,,
disgust,education,,,,,,,,
love,education,,,,,,,,
super love,education,,,,,,,,
peeking,education,,,,,,,,
scared,education,,,,,,,,
worried,education,,,,,,,,
peeking,education,,,,,,,,
love,education,,,,,,,,
like,education,,,,,,,,
scared,education,,,,,,,,
scared,education,,,,,,,,
adore,education,,,,,,,,
interested,education,,,,,,,,
intrigued,education,,,,,,,,
cherish,education,,,,,,,,
worried,education,,,,,,,,
indifferent,education,,,,,,,,
want,education,,,,,,,,
cherish,education,,,,,,,,
like,education,,,,,,,,
worried,education,,,,,,,,
dislike,education,,,,,,,,
interested,education,,,,,,,,
cherish,education,,,,,,,,
interested,culture,,,,,,,,
heart,culture,,,,,,,,
peeking,culture,,,,,,,,
interested,culture,,,,,,,,
intrigued,culture,,,,,,,,
cherish,culture,,,,,,,,
scared,culture,,,,,,,,
scared,culture,,,,,,,,
cherish,culture,,,,,,,,
interested,culture,,,,,,,,
cherish,culture,,,,,,,,
interested,culture,,,,,,,,
cherish,culture,,,,,,,,
cherish,culture,,,,,,,,
indifferent,culture,,,,,,,,
indifferent,culture,,,,,,,,
peeking,culture,,,,,,,,
super love,culture,,,,,,,,
hate,culture,,,,,,,,
peeking,culture,,,,,,,,
worried,culture,,,,,,,,
worried,culture,,,,,,,,
disgust,culture,,,,,,,,
super love,culture,,,,,,,,
super love,culture,,,,,,,,
love,culture,,,,,,,,
intrigued,culture,,,,,,,,
like,culture,,,,,,,,
intrigued,culture,,,,,,,,
like,culture,,,,,,,,
peeking,culture,,,,,,,,
heart,culture,,,,,,,,
like,culture,,,,,,,,
disgust,culture,,,,,,,,
cherish,culture,,,,,,,,
super love,culture,,,,,,,,
worried,culture,,,,,,,,
want,culture,,,,,,,,
indifferent,culture,,,,,,,,
scared,culture,,,,,,,,
peeking,culture,,,,,,,,
love,dogs,,,,,,,,
want,dogs,,,,,,,,
interested,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
heart,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
worried,dogs,,,,,,,,
like,dogs,,,,,,,,
cherish,dogs,,,,,,,,
dislike,dogs,,,,,,,,
adore,dogs,,,,,,,,
cherish,dogs,,,,,,,,
hate,dogs,,,,,,,,
scared,dogs,,,,,,,,
peeking,dogs,,,,,,,,
scared,dogs,,,,,,,,
love,dogs,,,,,,,,
heart,dogs,,,,,,,,
peeking,dogs,,,,,,,,
dislike,dogs,,,,,,,,
love,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
like,dogs,,,,,,,,
adore,dogs,,,,,,,,
adore,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
cherish,dogs,,,,,,,,
peeking,dogs,,,,,,,,
cherish,dogs,,,,,,,,
want,dogs,,,,,,,,
peeking,dogs,,,,,,,,
cherish,dogs,,,,,,,,
peeking,cooking,,,,,,,,
love,cooking,,,,,,,,
love,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
adore,cooking,,,,,,,,
scared,cooking,,,,,,,,
peeking,cooking,,,,,,,,
dislike,cooking,,,,,,,,
love,cooking,,,,,,,,
adore,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
cherish,cooking,,,,,,,,
dislike,cooking,,,,,,,,
like,cooking,,,,,,,,
adore,cooking,,,,,,,,
cherish,cooking,,,,,,,,
interested,cooking,,,,,,,,
hate,cooking,,,,,,,,
love,cooking,,,,,,,,
super love,cooking,,,,,,,,
want,cooking,,,,,,,,
like,cooking,,,,,,,,
love,cooking,,,,,,,,
adore,cooking,,,,,,,,
hate,cooking,,,,,,,,
peeking,cooking,,,,,,,,
interested,cooking,,,,,,,,
love,cooking,,,,,,,,
super love,cooking,,,,,,,,
scared,cooking,,,,,,,,
super love,cooking,,,,,,,,
heart,cooking,,,,,,,,
like,cooking,,,,,,,,
worried,cooking,,,,,,,,
peeking,cooking,,,,,,,,
want,technology,,,,,,,,
super love,technology,,,,,,,,
disgust,technology,,,,,,,,
like,technology,,,,,,,,
super love,technology,,,,,,,,
like,technology,,,,,,,,
interested,technology,,,,,,,,
interested,technology,,,,,,,,
cherish,technology,,,,,,,,
scared,technology,,,,,,,,
love,technology,,,,,,,,
disgust,technology,,,,,,,,
peeking,technology,,,,,,,,
scared,technology,,,,,,,,
indifferent,technology,,,,,,,,
worried,technology,,,,,,,,
hate,technology,,,,,,,,
disgust,technology,,,,,,,,
peeking,technology,,,,,,,,
indifferent,technology,,,,,,,,
adore,technology,,,,,,,,
disgust,technology,,,,,,,,
adore,technology,,,,,,,,
like,technology,,,,,,,,
disgust,technology,,,,,,,,
hate,technology,,,,,,,,
indifferent,technology,,,,,,,,
worried,technology,,,,,,,,
disgust,technology,,,,,,,,
adore,technology,,,,,,,,
hate,technology,,,,,,,,
adore,technology,,,,,,,,
love,technology,,,,,,,,
heart,technology,,,,,,,,
peeking,technology,,,,,,,,
heart,technology,,,,,,,,
worried,technology,,,,,,,,
interested,technology,,,,,,,,
love,technology,,,,,,,,
super love,technology,,,,,,,,
disgust,technology,,,,,,,,
intrigued,technology,,,,,,,,
intrigued,technology,,,,,,,,
disgust,technology,,,,,,,,
peeking,technology,,,,,,,,
like,technology,,,,,,,,
heart,technology,,,,,,,,
heart,veganism,,,,,,,,
cherish,veganism,,,,,,,,
super love,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
heart,veganism,,,,,,,,
super love,veganism,,,,,,,,
heart,veganism,,,,,,,,
peeking,veganism,,,,,,,,
cherish,veganism,,,,,,,,
adore,veganism,,,,,,,,
disgust,Soccer,,,,,,,,
peeking,Soccer,,,,,,,,
love,Soccer,,,,,,,,
want,Soccer,,,,,,,,
peeking,Soccer,,,,,,,,
heart,Soccer,,,,,,,,
love,Soccer,,,,,,,,
dislike,Soccer,,,,,,,,
intrigued,Soccer,,,,,,,,
dislike,Soccer,,,,,,,,
scared,Soccer,,,,,,,,
intrigued,Soccer,,,,,,,,
disgust,Soccer,,,,,,,,
super love,Soccer,,,,,,,,
like,Soccer,,,,,,,,
adore,Soccer,,,,,,,,
indifferent,Soccer,,,,,,,,
love,Soccer,,,,,,,,
hate,Soccer,,,,,,,,
hate,Soccer,,,,,,,,
disgust,Soccer,,,,,,,,
peeking,Soccer,,,,,,,,
like,Soccer,,,,,,,,
love,Soccer,,,,,,,,
super love,Soccer,,,,,,,,
indifferent,animals,,,,,,,,
scared,animals,,,,,,,,
heart,animals,,,,,,,,
love,animals,,,,,,,,
super love,animals,,,,,,,,
intrigued,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
heart,animals,,,,,,,,
adore,animals,,,,,,,,
hate,animals,,,,,,,,
disgust,animals,,,,,,,,
intrigued,animals,,,,,,,,
cherish,animals,,,,,,,,
dislike,animals,,,,,,,,
hate,animals,,,,,,,,
want,animals,,,,,,,,
scared,animals,,,,,,,,
like,animals,,,,,,,,
love,animals,,,,,,,,
want,animals,,,,,,,,
scared,animals,,,,,,,,
worried,animals,,,,,,,,
cherish,animals,,,,,,,,
scared,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
love,animals,,,,,,,,
cherish,animals,,,,,,,,
disgust,soccer,,,,,,,,
disgust,soccer,,,,,,,,
love,soccer,,,,,,,,
adore,soccer,,,,,,,,
want,soccer,,,,,,,,
worried,soccer,,,,,,,,
like,soccer,,,,,,,,
disgust,soccer,,,,,,,,
scared,soccer,,,,,,,,
worried,soccer,,,,,,,,
cherish,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
peeking,soccer,,,,,,,,
heart,soccer,,,,,,,,
want,soccer,,,,,,,,
super love,soccer,,,,,,,,
cherish,soccer,,,,,,,,
cherish,soccer,,,,,,,,
want,soccer,,,,,,,,
disgust,soccer,,,,,,,,
dislike,soccer,,,,,,,,
adore,soccer,,,,,,,,
interested,soccer,,,,,,,,
heart,soccer,,,,,,,,
super love,soccer,,,,,,,,
cherish,soccer,,,,,,,,
heart,soccer,,,,,,,,
adore,soccer,,,,,,,,
want,soccer,,,,,,,,
disgust,soccer,,,,,,,,
heart,soccer,,,,,,,,
worried,soccer,,,,,,,,
cherish,soccer,,,,,,,,
interested,soccer,,,,,,,,
hate,soccer,,,,,,,,
cherish,soccer,,,,,,,,
interested,soccer,,,,,,,,
interested,soccer,,,,,,,,
like,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
super love,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
worried,tennis,,,,,,,,
want,tennis,,,,,,,,
cherish,tennis,,,,,,,,
adore,tennis,,,,,,,,
want,tennis,,,,,,,,
hate,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
dislike,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
peeking,tennis,,,,,,,,
heart,animals,,,,,,,,
intrigued,animals,,,,,,,,
love,animals,,,,,,,,
adore,animals,,,,,,,,
want,animals,,,,,,,,
like,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
indifferent,soccer,,,,,,,,
interested,soccer,,,,,,,,
like,soccer,,,,,,,,
want,soccer,,,,,,,,
dislike,soccer,,,,,,,,
disgust,soccer,,,,,,,,
want,soccer,,,,,,,,
super love,soccer,,,,,,,,
adore,soccer,,,,,,,,
interested,soccer,,,,,,,,
disgust,soccer,,,,,,,,
adore,soccer,,,,,,,,
worried,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
disgust,soccer,,,,,,,,
heart,soccer,,,,,,,,
peeking,soccer,,,,,,,,
interested,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
cherish,soccer,,,,,,,,
worried,soccer,,,,,,,,
peeking,soccer,,,,,,,,
worried,soccer,,,,,,,,
peeking,soccer,,,,,,,,
want,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
super love,soccer,,,,,,,,
like,soccer,,,,,,,,
hate,soccer,,,,,,,,
super love,soccer,,,,,,,,
dislike,soccer,,,,,,,,
want,soccer,,,,,,,,
like,soccer,,,,,,,,
disgust,soccer,,,,,,,,
cherish,soccer,,,,,,,,
want,soccer,,,,,,,,
want,soccer,,,,,,,,
interested,soccer,,,,,,,,
love,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
adore,soccer,,,,,,,,
hate,soccer,,,,,,,,
super love,education,,,,,,,,
love,tennis,,,,,,,,
dislike,tennis,,,,,,,,
heart,tennis,,,,,,,,
hate,tennis,,,,,,,,
cherish,tennis,,,,,,,,
adore,tennis,,,,,,,,
cherish,tennis,,,,,,,,
peeking,tennis,,,,,,,,
love,tennis,,,,,,,,
scared,tennis,,,,,,,,
worried,tennis,,,,,,,,
heart,tennis,,,,,,,,
cherish,tennis,,,,,,,,
want,tennis,,,,,,,,
peeking,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
dislike,tennis,,,,,,,,
super love,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
heart,tennis,,,,,,,,
heart,tennis,,,,,,,,
adore,tennis,,,,,,,,
super love,tennis,,,,,,,,
peeking,tennis,,,,,,,,
heart,tennis,,,,,,,,
worried,tennis,,,,,,,,
interested,technology,,,,,,,,
super love,technology,,,,,,,,
interested,technology,,,,,,,,
want,technology,,,,,,,,
worried,technology,,,,,,,,
adore,technology,,,,,,,,
indifferent,technology,,,,,,,,
love,technology,,,,,,,,
interested,technology,,,,,,,,
worried,technology,,,,,,,,
intrigued,technology,,,,,,,,
worried,technology,,,,,,,,
adore,technology,,,,,,,,
want,technology,,,,,,,,
dislike,technology,,,,,,,,
indifferent,technology,,,,,,,,
super love,technology,,,,,,,,
worried,technology,,,,,,,,
dislike,technology,,,,,,,,
like,technology,,,,,,,,
adore,technology,,,,,,,,
like,technology,,,,,,,,
heart,technology,,,,,,,,
indifferent,technology,,,,,,,,
dislike,technology,,,,,,,,
heart,technology,,,,,,,,
worried,technology,,,,,,,,
adore,technology,,,,,,,,
intrigued,technology,,,,,,,,
hate,technology,,,,,,,,
hate,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
heart,soccer,,,,,,,,
peeking,soccer,,,,,,,,
disgust,soccer,,,,,,,,
interested,soccer,,,,,,,,
peeking,soccer,,,,,,,,
adore,soccer,,,,,,,,
heart,soccer,,,,,,,,
peeking,soccer,,,,,,,,
dislike,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
super love,soccer,,,,,,,,
worried,soccer,,,,,,,,
super love,soccer,,,,,,,,
super love,soccer,,,,,,,,
adore,soccer,,,,,,,,
peeking,soccer,,,,,,,,
cherish,soccer,,,,,,,,
like,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
scared,soccer,,,,,,,,
heart,soccer,,,,,,,,
love,soccer,,,,,,,,
like,soccer,,,,,,,,
super love,soccer,,,,,,,,
cherish,soccer,,,,,,,,
love,tennis,,,,,,,,
want,tennis,,,,,,,,
worried,animals,,,,,,,,
disgust,animals,,,,,,,,
super love,animals,,,,,,,,
disgust,animals,,,,,,,,
cherish,animals,,,,,,,,
heart,animals,,,,,,,,
heart,animals,,,,,,,,
cherish,animals,,,,,,,,
disgust,animals,,,,,,,,
indifferent,animals,,,,,,,,
scared,animals,,,,,,,,
intrigued,animals,,,,,,,,
heart,animals,,,,,,,,
intrigued,animals,,,,,,,,
cherish,animals,,,,,,,,
love,animals,,,,,,,,
interested,animals,,,,,,,,
indifferent,animals,,,,,,,,
hate,animals,,,,,,,,
like,animals,,,,,,,,
worried,animals,,,,,,,,
hate,animals,,,,,,,,
cherish,animals,,,,,,,,
heart,animals,,,,,,,,
cherish,animals,,,,,,,,
want,animals,,,,,,,,
super love,animals,,,,,,,,
disgust,animals,,,,,,,,
scared,animals,,,,,,,,
adore,animals,,,,,,,,
like,animals,,,,,,,,
love,dogs,,,,,,,,
super love,dogs,,,,,,,,
dislike,dogs,,,,,,,,
worried,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
like,dogs,,,,,,,,
disgust,dogs,,,,,,,,
like,dogs,,,,,,,,
hate,dogs,,,,,,,,
heart,dogs,,,,,,,,
peeking,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
disgust,dogs,,,,,,,,
interested,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
dislike,dogs,,,,,,,,
super love,dogs,,,,,,,,
disgust,dogs,,,,,,,,
want,dogs,,,,,,,,
scared,dogs,,,,,,,,
peeking,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
adore,education,,,,,,,,
hate,education,,,,,,,,
want,education,,,,,,,,
cherish,education,,,,,,,,
indifferent,education,,,,,,,,
worried,education,,,,,,,,
peeking,education,,,,,,,,
heart,education,,,,,,,,
adore,education,,,,,,,,
intrigued,education,,,,,,,,
scared,tennis,,,,,,,,
intrigued,education,,,,,,,,
love,education,,,,,,,,
heart,education,,,,,,,,
like,education,,,,,,,,
dislike,education,,,,,,,,
indifferent,education,,,,,,,,
interested,education,,,,,,,,
peeking,education,,,,,,,,
love,education,,,,,,,,
heart,education,,,,,,,,
heart,education,,,,,,,,
disgust,education,,,,,,,,
interested,education,,,,,,,,
hate,education,,,,,,,,
interested,education,,,,,,,,
interested,education,,,,,,,,
hate,education,,,,,,,,
interested,education,,,,,,,,
worried,education,,,,,,,,
intrigued,education,,,,,,,,
heart,education,,,,,,,,
disgust,education,,,,,,,,
cherish,education,,,,,,,,
cherish,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
